PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"41686074","Evaluating Performance of a Deep Learning-based Artificial Intelligence Model for Ovarian Tumor Classification Using a Multicenter CT Dataset","Koch AH, Claessens CHB, Nies I, Schultz EWR, Hellström TAE, Boers T, Dekker EML, Muntinga CLP, Hoogstad-van Evert JS, Niers-Stobbe I, Bruining A, Lok CAR, Nederend J, van der Sommen F, Piek JMJ.","Radiol Imaging Cancer. 2026 Mar;8(2):e250027. doi: 10.1148/rycan.250027.","Koch AH","Radiol Imaging Cancer","2026","2026/02/13","","","10.1148/rycan.250027"
"41685479","Application and Use of Cognitive Socio-Technical Theory","Borycki EM, Kushniruk AW.","Stud Health Technol Inform. 2026 Feb 12;334:88-92. doi: 10.3233/SHTI260022.","Borycki EM","Stud Health Technol Inform","2026","2026/02/13","","","10.3233/SHTI260022"
"41684268","Data integration and systems interoperability: the prerequisite for artificial intelligence in anesthesiology","Duranteau O, Popoff B.","Curr Opin Anaesthesiol. 2026 Apr 1;39(2):167-173. doi: 10.1097/ACO.0000000000001625. Epub 2026 Feb 11.","Duranteau O","Curr Opin Anaesthesiol","2026","2026/02/13","","","10.1097/ACO.0000000000001625"
"41684101","Sorghum2035: A decadal vision for sorghum functional genomics and molecular breeding","Yu F, Tao Y, Liu L, Xie P, Mace E, Jordan D, Xie Q.","Mol Plant. 2026 Mar 2;19(3):470-497. doi: 10.1016/j.molp.2026.02.003. Epub 2026 Feb 11.","Yu F","Mol Plant","2026","2026/02/13","","","10.1016/j.molp.2026.02.003"
"41684035","High-Grade Serous Ovarian Carcinoma in the Genomics Era: Current Applications, Challenges and Future Directions","Lewis ME, Caricato C, Roberts HL, Ganesan S, Seksaf NA, Maniati E, Sideris M.","Int J Mol Sci. 2026 Feb 6;27(3):1617. doi: 10.3390/ijms27031617.","Lewis ME","Int J Mol Sci","2026","2026/02/13","PMC12898509","","10.3390/ijms27031617"
"41683668","Network-Driven Insights into Plant Immunity: Integrating Transcriptomic and Proteomic Approaches in Plant-Pathogen Interactions","Lv Y, Fan G.","Int J Mol Sci. 2026 Jan 26;27(3):1242. doi: 10.3390/ijms27031242.","Lv Y","Int J Mol Sci","2026","2026/02/13","PMC12898424","","10.3390/ijms27031242"
"41680106","Big data and artificial intelligence in Orthopaedics: Trends and future directions","Loh JY, Tay XKK, Ng YH, Howe TS, Koh JSB, Yang YO.","J Orthop Surg (Hong Kong). 2026 Jan-Apr;34(1):10225536261424038. doi: 10.1177/10225536261424038. Epub 2026 Feb 12.","Loh JY","J Orthop Surg (Hong Kong)","2026","2026/02/12","","","10.1177/10225536261424038"
"41679677","Natural language generation in healthcare: A review of methods and applications","Lyu M, Li X, Chen Z, Pan J, Peng C, Talankar S, Wu Y.","J Biomed Inform. 2026 Apr;176:104997. doi: 10.1016/j.jbi.2026.104997. Epub 2026 Feb 10.","Lyu M","J Biomed Inform","2026","2026/02/12","PMC12965200","NIHMS2146803","10.1016/j.jbi.2026.104997"
"41677667","Artificial Intelligence for Exosomal Biomarker Discovery for Cardiovascular Diseases: Multi-Omics Integration, Reproducibility, and Translational Prospects","Dinc R, Ardic N.","Cells. 2026 Feb 5;15(3):304. doi: 10.3390/cells15030304.","Dinc R","Cells","2026","2026/02/12","PMC12896558","","10.3390/cells15030304"
"41672615","[Advances in Application of Artificial Intelligence for Breast Cancer Radiotherapy]","Chen R, Liang Y, Shi J.","Zhongguo Yi Liao Qi Xie Za Zhi. 2026 Jan 30;50(1):7-14. doi: 10.12455/j.issn.1671-7104.250421.","Chen R","Zhongguo Yi Liao Qi Xie Za Zhi","2026","2026/02/11","","","10.12455/j.issn.1671-7104.250421"
"41672451","Advancing prussian blue nanoparticle-mediated photothermal therapy through machine learning and multiomics integration","Merino VF, Saini N, Fernandes R.","Nanomedicine (Lond). 2026 Mar;21(6):823-838. doi: 10.1080/17435889.2026.2628239. Epub 2026 Feb 11.","Merino VF","Nanomedicine (Lond)","2026","2026/02/11","","","10.1080/17435889.2026.2628239"
"41668337","Data-driven discovery of digital twins in biomedical research","Métayer C, Ballesta A, Martinelli J.","Brief Bioinform. 2026 Jan 7;27(1):bbaf722. doi: 10.1093/bib/bbaf722.","Métayer C","Brief Bioinform","2026","2026/02/11","PMC12890721","","10.1093/bib/bbaf722"
"41666404","Comprehensive review and assessment of machine learning approaches for host-pathogen protein-protein interaction prediction","Noor F, Tahir Ul Qamar M.","Brief Bioinform. 2026 Jan 7;27(1):bbag051. doi: 10.1093/bib/bbag051.","Noor F","Brief Bioinform","2026","2026/02/10","PMC12888821","","10.1093/bib/bbag051"
"41665627","Immune-related biomarkers for major depressive disorder identified via integrated bioinformatics and machine learning","Zhang Y, Wu P, Nie Z, Liu Z.","Eur J Psychotraumatol. 2026 Dec;17(1):2619389. doi: 10.1080/20008066.2026.2619389. Epub 2026 Feb 10.","Zhang Y","Eur J Psychotraumatol","2026","2026/02/10","PMC12893177","","10.1080/20008066.2026.2619389"
"41665496","Super-Resolution Deep Learning Reconstruction for Coronary CT Angiography: Coronary Stenosis Assessment and CAD-RADS Reclassification","Zou L, Xu C, Liu X, Wang L, Zhou T, Yang L, Guan X, Li N, Feng K, Hong W, Wang B, Xu M, Schuijf JD, Xu K, Cao J, Zheng J, Wu Z, Mo H, Zhang T, Deng D, Sheng J, Jia S, Li Y, He S, Liang C, Wang Y.","Radiology. 2026 Feb;318(2):e252163. doi: 10.1148/radiol.252163.","Zou L","Radiology","2026","2026/02/10","","","10.1148/radiol.252163"
"41663212","Advanced deep learning strategies in nanopore RNA sequencing","Ling C, Lebeau B, Keong KC, Fullwood M.","RNA Biol. 2026 Dec;23(1):1-15. doi: 10.1080/15476286.2026.2627968. Epub 2026 Feb 16.","Ling C","RNA Biol","2026","2026/02/09","PMC12915787","","10.1080/15476286.2026.2627968"
"41663058","Precision pharmaceutics: bioinformatics and pharmacogenomics as catalysts for personalized drug therapy","Saini JPS, Thakur A, Yadav D.","J Pharm Pharmacol. 2026 Feb 6;78(2):rgag001. doi: 10.1093/jpp/rgag001.","Saini JPS","J Pharm Pharmacol","2026","2026/02/09","","","10.1093/jpp/rgag001"
"41662977","Metabolomics-guided engineering of drought-resilient crops: Integrating multi-omics and AI for climate-smart agriculture","Kaya C.","Plant Sci. 2026 Apr;365:113025. doi: 10.1016/j.plantsci.2026.113025. Epub 2026 Feb 7.","Kaya C","Plant Sci","2026","2026/02/09","","","10.1016/j.plantsci.2026.113025"
"41662351","Harnessing AI to fuse phenotypic signatures for drug target identification: progress in computational modeling","Chen F, Zhao R, Han X, Li H, Tang Z.","Brief Bioinform. 2026 Jan 7;27(1):bbag045. doi: 10.1093/bib/bbag045.","Chen F","Brief Bioinform","2026","2026/02/09","PMC12885100","","10.1093/bib/bbag045"
"41660891","Multi-omics integration in genome-scale metabolic models: a review of constraint-based approaches","Shahreen N, Osinuga A, Malla S, Razmpour T, Tabibian M, Saha R.","Mol Omics. 2026 Mar 6;22(2):aaiag005. doi: 10.1093/molecular-omics/aaiag005.","Shahreen N","Mol Omics","2026","2026/02/09","","","10.1093/molecular-omics/aaiag005"
"41655339","A CT-based radiomics model for classification of chronic pancreatitis: new biomarkers for diagnosis and severity staging","Nalliah S, Hostrup SNF, Mark EB, Liedenbaum MH, Hodneland E, Haldorsen IHS, Engjom T, Drewes AM, Olesen SS, Frøkjær JB.","Eur J Radiol. 2026 Mar;196:112711. doi: 10.1016/j.ejrad.2026.112711. Epub 2026 Jan 29.","Nalliah S","Eur J Radiol","2026","2026/02/08","","","10.1016/j.ejrad.2026.112711"
"41654089","Computational advances in RNA-small molecule binding site prediction","Yang L, Yan Z, Liu Y, Feng Y.","Prog Biophys Mol Biol. 2026 Mar;199:267-278. doi: 10.1016/j.pbiomolbio.2026.02.003. Epub 2026 Feb 5.","Yang L","Prog Biophys Mol Biol","2026","2026/02/07","","","10.1016/j.pbiomolbio.2026.02.003"
"41653696","Explainable AI in Cardiology Diagnostics: A Systematic Review of Machine Learning, Meta-heuristic Optimization, and Clinical Text Mining for Coronary Artery Disease","Jaradat M, Awad M.","Int J Med Inform. 2026 May;211:106321. doi: 10.1016/j.ijmedinf.2026.106321. Epub 2026 Feb 2.","Jaradat M","Int J Med Inform","2026","2026/02/07","","","10.1016/j.ijmedinf.2026.106321"
"41652166","Predicting Protein-Protein Interactions from Machine-Learned Representations","Subedy A, Bhadra-Lobo S, Birla A, Lamoureux G.","Adv Exp Med Biol. 2026;1496:231-272. doi: 10.1007/978-3-032-07511-6_9.","Subedy A","Adv Exp Med Biol","2026","2026/02/06","","","10.1007/978-3-032-07511-6_9"
"41652164","Computational Ligand-Binding Site Prediction","Nordquist EB, Horrigan FT, MacKerell AD Jr.","Adv Exp Med Biol. 2026;1496:193-216. doi: 10.1007/978-3-032-07511-6_7.","Nordquist EB","Adv Exp Med Biol","2026","2026/02/06","","","10.1007/978-3-032-07511-6_7"
"41652160","Advanced Computational Methods in Protein Simulations: A Case Study of Enhanced Sampling Applied to Membrane Transporters","Colburn JD, Lichtinger SM, Biggin PC.","Adv Exp Med Biol. 2026;1496:77-119. doi: 10.1007/978-3-032-07511-6_3.","Colburn JD","Adv Exp Med Biol","2026","2026/02/06","","","10.1007/978-3-032-07511-6_3"
"41652159","From Atoms to Cells: AI-Based Structure Prediction Fueling Molecular Dynamics Simulations in Computational Structural Biology","Bernardi RC, Melo MCR.","Adv Exp Med Biol. 2026;1496:51-76. doi: 10.1007/978-3-032-07511-6_2.","Bernardi RC","Adv Exp Med Biol","2026","2026/02/06","","","10.1007/978-3-032-07511-6_2"
"41652158","Protein Structure Prediction Methods","Teixeira SK, Lima AN, Resende-Lara PT, de Oliveira LR, de Toledo MAF.","Adv Exp Med Biol. 2026;1496:3-50. doi: 10.1007/978-3-032-07511-6_1.","Teixeira SK","Adv Exp Med Biol","2026","2026/02/06","","","10.1007/978-3-032-07511-6_1"
"41650708","From sequence to structure: A comprehensive review of deep learning models for RNA structure prediction","Upadhyay U, Dorn A, Faber C, Schug A.","Curr Opin Struct Biol. 2026 Apr;97:103216. doi: 10.1016/j.sbi.2025.103216. Epub 2026 Feb 5.","Upadhyay U","Curr Opin Struct Biol","2026","2026/02/06","","","10.1016/j.sbi.2025.103216"
"41649392","A Deep Learning Algorithm for Liver Metastasis Detection at Contrast-enhanced Abdominal CT in Patients with Colorectal Cancer: A Comparative Study with Radiologists","Sartoris R, Paisant A, Bône A, Nicolas F, Malakzadeh S, Matteini F, Dioguardi Burgio M, Vilgrain V, Ronot M, Aubé C.","Radiol Imaging Cancer. 2026 Mar;8(2):e250242. doi: 10.1148/rycan.250242.","Sartoris R","Radiol Imaging Cancer","2026","2026/02/06","","","10.1148/rycan.250242"
"41645653","Digital Biomarkers for Precision Early Detection of Lung Cancer: Integrating AI-Driven Multi-Omics Into Clinical Pathways","Bu F, Ling ZQ.","Cancer Med. 2026 Feb;15(2):e71578. doi: 10.1002/cam4.71578.","Bu F","Cancer Med","2026","2026/02/06","PMC12877424","","10.1002/cam4.71578"
"41645178","Mass spectrometry-based human spatial omics: fundamentals, innovations, and applications","Yang CC, Lin CY, Yuan HY, Huang HC, Juan HF.","J Biomed Sci. 2026 Feb 6;33(1):16. doi: 10.1186/s12929-026-01219-0.","Yang CC","J Biomed Sci","2026","2026/02/05","PMC12879364","","10.1186/s12929-026-01219-0"
"41639408","Sharing approaches in predictive genomics across animals, plants and humans","Arirangan S, de Oliveira LF, Hasan MN, B Sherman A, Tuinstra M, Brito LF, Wedow R, Tegtmeyer M.","Nat Genet. 2026 Mar;58(3):503-516. doi: 10.1038/s41588-025-02491-w. Epub 2026 Feb 4.","Arirangan S","Nat Genet","2026","2026/02/04","","","10.1038/s41588-025-02491-w"
"41628812","Computational methods for signal peptide prediction: From statistical models to deep learning","Wen Q, Li X, Song J, Xu J, Meng Y, Wei L, Zhang Z, Zou Q, Cui F.","Biotechnol Adv. 2026 May-Jun;88:108819. doi: 10.1016/j.biotechadv.2026.108819. Epub 2026 Jan 31.","Wen Q","Biotechnol Adv","2026","2026/02/02","","","10.1016/j.biotechadv.2026.108819"
"41626966","CausalMetaR: An R package for performing causally interpretable meta-analyses","Wang G, McGrath S, Lian Y.","Res Synth Methods. 2025 Mar;16(2):425-440. doi: 10.1017/rsm.2025.5. Epub 2025 Mar 12.","Wang G","Res Synth Methods","2025","2026/02/02","PMC12527535","","10.1017/rsm.2025.5"
"41626912","Generative artificial intelligence use in evidence synthesis: A systematic review","Clark J, Barton B, Albarqouni L, Byambasuren O, Jowsey T, Keogh J, Liang T, Moro C, O'Neill H, Jones M.","Res Synth Methods. 2025 Jul;16(4):601-619. doi: 10.1017/rsm.2025.16. Epub 2025 Apr 24.","Clark J","Res Synth Methods","2025","2026/02/02","PMC12527500","","10.1017/rsm.2025.16"
"41622016","Clinician's Guide to Artificial Intelligence: Technical Foundations of Machine Learning","Schroeder AW, Tran Z, Sexton K, Salzberg AD.","Med Clin North Am. 2026 Mar;110(2):287-305. doi: 10.1016/j.mcna.2025.07.010. Epub 2025 Dec 2.","Schroeder AW","Med Clin North Am","2026","2026/02/01","","","10.1016/j.mcna.2025.07.010"
"41622015","Big Data and Predictive Analytics for Ambulatory and Inpatient Medicine: Utilizing Analytics for Population Health Management and Risk Stratification for Hospitalized Patients","Sankary E, McCaffrey P, Skandhan A.","Med Clin North Am. 2026 Mar;110(2):273-285. doi: 10.1016/j.mcna.2025.07.009. Epub 2025 Sep 9.","Sankary E","Med Clin North Am","2026","2026/02/01","","","10.1016/j.mcna.2025.07.009"
"41622014","Automation and Workflow Efficiency in Clinical Settings: Implementing Automation to Reduce Administrative Burdens","Farrukh NQ, Chandawarkar A, Vundavalli S, Taxter AJ.","Med Clin North Am. 2026 Mar;110(2):259-271. doi: 10.1016/j.mcna.2025.07.001. Epub 2025 Aug 8.","Farrukh NQ","Med Clin North Am","2026","2026/02/01","","","10.1016/j.mcna.2025.07.001"
"41622009","Clinical Decision Support Systems in Generalist Practice: Utilizing Clinical Decision Support Systems Tools to Improve Clinical Decisions and Patient Outcomes","Bain AP, Ngai D, Bernard PA.","Med Clin North Am. 2026 Mar;110(2):191-207. doi: 10.1016/j.mcna.2025.07.004. Epub 2025 Aug 22.","Bain AP","Med Clin North Am","2026","2026/02/01","","","10.1016/j.mcna.2025.07.004"
"41622006","Foundations of Clinical Informatics for Generalists: Exploring the History, Core Concepts, and Current State of Informatics in Healthcare","Patel S, Mezoff EA, Rust L.","Med Clin North Am. 2026 Mar;110(2):151-162. doi: 10.1016/j.mcna.2025.06.003. Epub 2025 Aug 8.","Patel S","Med Clin North Am","2026","2026/02/01","","","10.1016/j.mcna.2025.06.003"
"41621228","Application of artificial intelligence in colonoscopy imaging for polyp analysis-A systematic review","Amirmohammadi E, Shalbaf A, Esteki A, Sadeghi A, Moghadam AR, Moghtaderi M, Moghadam PK.","Comput Methods Programs Biomed. 2026 Apr;277:109239. doi: 10.1016/j.cmpb.2026.109239. Epub 2026 Jan 7.","Amirmohammadi E","Comput Methods Programs Biomed","2026","2026/02/01","","","10.1016/j.cmpb.2026.109239"
"41620571","Cross platform social media analysis for mental health detection","Bhatt K, Singh AK, Pandey P, Vishnoi A, Narooka P.","Discov Ment Health. 2026 Jan 31;6(1):33. doi: 10.1007/s44192-026-00368-w.","Bhatt K","Discov Ment Health","2026","2026/01/31","PMC12946543","","10.1007/s44192-026-00368-w"
"41619215","Advances and challenges in single-cell RNA sequencing data analysis: a comprehensive review","Nesari AM, MotieGhader H, Ghorbian S.","Brief Bioinform. 2026 Jan 7;27(1):bbaf723. doi: 10.1093/bib/bbaf723.","Nesari AM","Brief Bioinform","2026","2026/01/31","PMC12860385","","10.1093/bib/bbaf723"
"41619014","Performance of an adult-trained AI tool for intracranial hemorrhage detection on head CT in children aged 6-17 years","Cavallo J, Sher A, Chen D, Avondo J, Sammer M.","Pediatr Radiol. 2026 Mar;56(3):649-657. doi: 10.1007/s00247-026-06527-z. Epub 2026 Jan 31.","Cavallo J","Pediatr Radiol","2026","2026/01/31","","","10.1007/s00247-026-06527-z"
"41618555","Three-dimensional phenotyping: Technological advances and applications in genomics-assisted crop breeding","Yang N, He Y, Gouda M, Huang Z, Cao R, Shi Y, Chen Y, Tang Y, Yang Y, Hu Z, Peng C, Feng X.","Plant Commun. 2026 Mar 9;7(3):101747. doi: 10.1016/j.xplc.2026.101747. Epub 2026 Jan 29.","Yang N","Plant Commun","2026","2026/01/31","PMC12983262","","10.1016/j.xplc.2026.101747"
"41618426","Guidelines for the adoption of digital pathology in clinical pathology units recommended by the polish society of pathologists","Szylberg Ł, Durślewicz J, Chmura Ł, Rezner W, Bartczak A, Marszałek A.","Diagn Pathol. 2026 Jan 30;21(1):13. doi: 10.1186/s13000-026-01762-2.","Szylberg Ł","Diagn Pathol","2026","2026/01/31","PMC12874716","","10.1186/s13000-026-01762-2"
"41616992","Artificial intelligence and multi-omics convergence in breast cancer: Revolutionizing diagnosis, prognostication, and precision oncology","Jiang B, Wu Y, Chen X, Jian C, Wang W.","Crit Rev Oncol Hematol. 2026 Apr;220:105160. doi: 10.1016/j.critrevonc.2026.105160. Epub 2026 Jan 29.","Jiang B","Crit Rev Oncol Hematol","2026","2026/01/30","","","10.1016/j.critrevonc.2026.105160"
"41615288","Personalized gene expression prediction in the era of deep learning: a review","Dubey V, Shen L.","Brief Bioinform. 2026 Jan 7;27(1):bbag022. doi: 10.1093/bib/bbag022.","Dubey V","Brief Bioinform","2026","2026/01/30","PMC12856953","","10.1093/bib/bbag022"
"41614375","How ready are we to use artificial intelligence in our fight against antimicrobial resistance? An ESGAID and EAAS perspective","Giacobbe DR, Ahmad R, Akilli FM, Ascandari A, Eyre DW, Gallardo-Pizarro A, Garcia-Vidal C, Lopes BS, Lyutsova E, Rakhimov R, Rizzo A, Rohde H, Sadeghi Z, Schweitzer V, Tartari E, Torres-Sangiao E, Guerrero-López A; European Society of Clinical Microbiology and Infectious Diseases (ESCMID) Study Group on Artificial Intelligence and Digitalisation (ESGAID) and the ESCMID Antimicrobial Resistance (AMR) Action Subcommittee (EAAS).","Expert Rev Anti Infect Ther. 2026 Jan;24(1):39-61. doi: 10.1080/14787210.2026.2625382. Epub 2026 Feb 9.","Giacobbe DR","Expert Rev Anti Infect Ther","2026","2026/01/30","","","10.1080/14787210.2026.2625382"
"41612631","Filling the Gaps in Health Data: Using a Machine Learning Approach to Augment Partially Observed Variables Such as Smoking in Claims Data","Franzen S, Chandakas E, Hillman S, Rhodes K, Nordon C.","Pharmacoepidemiol Drug Saf. 2026 Feb;35(2):e70322. doi: 10.1002/pds.70322.","Franzen S","Pharmacoepidemiol Drug Saf","2026","2026/01/30","","","10.1002/pds.70322"
"41611568","Mapping biology in space: from spatial transcriptomics platforms to analytical tools and databases","Guo ZZ, Wu R, Li W, Yang K, Ying X, Alinejad-Rokny H, Ye Y.","Sci Bull (Beijing). 2026 Feb 28;71(4):921-945. doi: 10.1016/j.scib.2026.01.034. Epub 2026 Jan 20.","Guo ZZ","Sci Bull (Beijing)","2026","2026/01/29","","","10.1016/j.scib.2026.01.034"
